tick,agent_id,picks,distance,idle_ticks,slow_ticks,walk_ticks
8400,2,56.3,2234.7,3815.5,1058.5,3462.5
8400,3,40.5,1635.9,5363.8,661.6,2229.9
8400,4,22.0,1095.0,6259.2,665.5,1702.8
9000,1,67.8,2735.7,3186.8,1539.8,4460.1
9000,2,59.5,2375.9,4026.1,1206.1,3788.5
9000,3,42.6,1742.0,5773.4,707.7,2374.2
9000,4,23.0,1162.1,6755.6,696.6,1784.6
9600,1,71.9,2900.9,3402.7,1654.0,4763.9
9600,2,62.6,2508.1,4276.7,1332.0,4074.3
9600,3,44.9,1849.0,6139.7,789.4,2565.1
9600,4,23.9,1219.6,7306.8,700.4,1815.2
10200,1,75.7,3072.9,3631.0,1760.2,5060.0
10200,2,66.2,2651.7,4570.8,1408.3,4309.3
10200,3,46.8,1942.1,6505.2,883.5,2762.7
10200,4,24.7,1274.2,7825.0,728.5,1882.1
10800,1,79.7,3240.2,3832.0,1879.0,5374.0
10800,2,70.2,2802.7,4839.3,1491.4,4560.6
10800,3,49.1,2058.0,6869.3,960.8,2950.8
10800,4,25.7,1336.6,8338.8,752.7,1948.4
11400,1,82.9,3371.1,4065.5,2014.2,5679.8
11400,2,73.4,2924.4,5208.6,1533.3,4726.2
11400,3,51.4,2155.8,7242.3,1032.2,3131.5
11400,4,26.6,1391.2,8836.0,787.2,2034.0
12000,1,86.0,3512.3,4226.8,2205.0,6057.8
12000,2,76.5,3059.3,5522.5,1618.2,4949.4
12000,3,53.4,2256.5,7663.6,1083.5,3270.4
12000,4,27.4,1454.7,9296.5,846.9,2156.5
12600,1,89.9,3694.2,4427.1,2319.9,6379.7
12600,2,80.0,3215.7,5759.7,1725.8,5244.2
12600,3,56.0,2371.6,7998.7,1171.6,3481.4
12600,4,28.6,1521.4,9816.8,858.6,2211.5
13200,1,93.7,3846.3,4597.3,2477.2,6731.6
13200,2,83.2,3341.1,6116.9,1775.1,5421.1
13200,3,58.6,2486.2,8314.8,1276.9,3713.8
13200,4,29.3,1573.1,10344.3,885.6,2271.0
13800,1,97.1,4002.3,4771.2,2635.3,7089.8
13800,2,87.2,3503.9,6381.9,1859.3,5680.0
13800,3,60.6,2565.9,8753.4,1324.1,3835.3
13800,4,30.0,1615.7,10891.6,901.4,2309.4
14400,1,101.4,4167.1,5057.2,2698.2,7316.7
14400,2,90.2,3632.7,6631.4,1984.1,5967.8
14400,3,62.8,2656.8,9153.7,1388.5,3992.8
14400,4,31.0,1679.0,11383.6,941.3,2398.4
15000,1,105.9,4337.4,5234.0,2826.6,7650.1
15000,2,93.9,3779.2,6854.6,2102.2,6272.4
15000,3,65.4,2777.9,9580.9,1408.4,4114.1
15000,4,32.4,1742.4,11838.9,992.7,2515.1
15600,1,110.5,4514.4,5475.1,2913.8,7916.6
15600,2,97.2,3924.7,7146.2,2187.3,6511.8
15600,3,67.8,2895.4,9884.8,1521.4,4361.6
15600,4,33.5,1819.4,12301.9,1033.3,2627.9
16200,1,114.2,4683.9,5725.4,3018.6,8192.6
16200,2,100.0,4050.1,7454.1,2278.3,6749.2
16200,3,69.9,2993.7,10247.6,1608.3,4557.4
16200,4,34.7,1883.9,12791.3,1072.2,2715.7
16800,1,118.1,4828.8,5946.5,3154.9,8497.5
16800,2,102.5,4156.0,7729.5,2405.2,7023.5
16800,3,72.0,3083.4,10683.2,1646.1,4679.7
16800,4,35.8,1956.9,13270.9,1114.0,2815.1
17400,1,121.3,4977.8,6100.2,3324.8,8879.1
17400,2,106.2,4302.9,7995.7,2503.7,7283.2
17400,3,74.1,3184.2,11107.9,1686.4,4812.3
17400,4,36.9,2017.0,13775.6,1141.9,2888.0
18000,1,124.4,5112.9,6302.2,3484.4,9215.2
18000,2,109.8,4462.1,8219.5,2626.8,7591.4
18000,3,76.4,3286.1,11484.5,1756.9,4989.1
18000,4,37.7,2069.6,14297.8,1167.0,2950.0
18600,1,128.0,5275.9,6541.1,3588.0,9501.9
18600,2,112.4,4593.3,8515.1,2726.0,7836.6
18600,3,78.3,3375.2,11878.9,1833.4,5158.0
18600,4,38.8,2129.2,14790.3,1206.8,3033.7
19200,1,132.4,5444.4,6722.3,3723.7,9832.4
19200,2,116.1,4735.7,8768.3,2838.1,8112.1
19200,3,80.8,3495.8,12229.1,1916.0,5358.9
19200,4,40.3,2202.0,15297.9,1218.7,3097.1
19800,1,136.0,5607.9,6909.2,3867.2,10174.5
19800,2,119.4,4870.0,9050.6,2934.7,8362.5
19800,3,83.0,3578.9,12653.8,1966.3,5488.2
19800,4,41.1,2251.6,15833.1,1232.0,3145.7
20400,1,140.6,5770.1,7106.7,3988.7,10486.3
20400,2,122.7,5008.4,9347.2,3020.3,8600.9
20400,3,85.6,3701.4,12955.7,2081.8,5736.3
20400,4,42.1,2317.1,16361.1,1241.4,3197.9
21000,1,144.7,5938.3,7341.0,4090.5,10767.2
21000,2,125.6,5138.0,9582.0,3154.6,8909.0
21000,3,87.8,3800.1,13352.5,2137.7,5894.2
21000,4,43.0,2379.2,16888.4,1258.0,3251.6
21600,1,148.8,6101.4,7549.8,4216.4,11077.1
21600,2,129.2,5278.2,9859.5,3249.8,9159.5
21600,3,90.4,3904.5,13729.5,2195.6,6064.5
21600,4,44.1,2436.9,17394.1,1285.2,3324.9
22200,1,153.2,6267.4,7740.9,4349.0,11401.6
22200,2,132.8,5417.9,10153.9,3325.5,9394.1
22200,3,93.4,4030.5,14056.7,2273.9,6280.3
22200,4,45.5,2508.1,17897.3,1304.3,3393.7
22800,1,157.9,6454.5,7920.0,4466.0,11723.6
22800,2,136.9,5567.3,10422.1,3408.4,9642.6
22800,3,96.0,4153.2,14394.4,2349.3,6485.9
22800,4,47.4,2597.8,18360.8,1331.7,3491.9
23400,1,162.8,6644.6,8149.5,4542.4,11995.5
23400,2,141.1,5736.0,10698.5,3473.0,9881.8
23400,3,98.8,4265.0,14794.1,2388.4,6630.8
23400,4,48.4,2649.7,18869.8,1358.2,3564.2
24000,1,167.6,6825.3,8340.0,4656.3,12311.4
24000,2,145.2,5892.1,10957.3,3562.4,10141.1
24000,3,102.3,4406.2,15098.1,2470.6,6858.3
24000,4,50.1,2737.7,19335.6,1392.0,3663.4
24600,1,172.2,6993.4,8532.0,4788.4,12627.0
24600,2,149.1,6059.6,11179.3,3674.1,10442.5
24600,3,105.9,4554.3,15395.9,2553.8,7092.1
24600,4,51.9,2828.3,19809.1,1413.3,3753.0
25200,1,176.3,7154.4,8710.7,4923.7,12965.4
25200,2,153.1,6242.3,11399.5,3776.5,10742.4
25200,3,108.8,4678.1,15756.9,2606.7,7267.3
25200,4,53.3,2893.7,20302.7,1443.5,3835.3
25800,1,179.8,7303.4,8897.9,5078.5,13310.1
25800,2,156.9,6395.9,11679.3,3853.3,10983.7
25800,3,112.0,4811.4,16116.5,2657.5,7446.1
25800,4,54.6,2962.2,20787.2,1474.9,3922.8
26400,1,184.4,7484.0,9090.4,5195.5,13625.7
26400,2,161.0,6572.5,11932.0,3930.1,11251.9
26400,3,114.9,4916.7,16468.8,2728.4,7633.9
26400,4,55.9,3033.5,21277.9,1505.7,4006.2
27000,1,188.9,7674.4,9252.9,5324.5,13973.3
27000,2,165.3,6741.6,12164.2,4025.6,11533.1
27000,3,118.4,5054.1,16831.9,2765.5,7801.1
27000,4,57.8,3128.6,21741.7,1532.7,4104.3
27600,1,192.9,7830.0,9489.5,5433.8,14257.2
27600,2,169.3,6892.9,12370.4,4153.7,11848.1
27600,3,121.2,5172.9,17192.5,2832.4,7984.5
27600,4,59.1,3196.7,22207.8,1577.1,4211.0
28200,1,197.8,8026.0,9710.9,5514.6,14538.0
28200,2,173.1,7054.7,12639.6,4235.4,12100.9
28200,3,124.0,5310.8,17523.1,2904.7,8196.6
28200,4,60.7,3284.1,22683.1,1604.4,4303.9
28800,1,202.1,8203.4,9871.0,5655.1,14889.8
28800,2,177.3,7224.7,12893.8,4315.4,12366.2
28800,3,127.2,5443.1,17840.7,2985.8,8416.4
28800,4,62.3,3363.8,23133.6,1646.1,4421.9
