tick,agent_id,picks,distance,idle_ticks,slow_ticks,walk_ticks
3600,2,45.0,1687.6,458.8,559.9,2245.5
3600,3,43.4,1646.4,553.9,557.0,2181.1
3600,4,41.9,1569.4,635.5,600.0,2128.1
3600,5,39.1,1555.5,787.1,512.5,2035.9
3600,6,39.0,1517.8,992.4,438.2,1832.6
3600,7,33.7,1295.3,1227.3,459.9,1700.1
3600,8,28.5,1191.5,1693.0,314.8,1338.2
4200,1,52.2,2034.3,428.0,735.3,2732.7
4200,2,52.3,1961.1,518.8,671.9,2640.4
4200,3,51.2,1934.9,633.4,643.5,2547.6
4200,4,48.9,1837.5,749.2,690.1,2477.7
4200,5,45.8,1832.6,895.9,597.5,2391.0
4200,6,45.5,1785.8,1134.2,518.1,2158.3
4200,7,39.4,1497.2,1438.3,526.3,1974.1
4200,8,33.7,1381.7,1973.7,367.3,1555.3
4800,1,59.8,2335.4,482.7,838.4,3121.9
4800,2,60.2,2245.4,584.9,761.4,3014.9
4800,3,58.4,2207.2,721.8,732.8,2913.0
4800,4,56.0,2126.4,845.9,774.0,2835.5
4800,5,53.0,2115.1,1008.4,675.0,2735.9
4800,6,52.4,2061.1,1274.9,585.8,2480.7
4800,7,46.1,1733.2,1624.9,584.8,2255.3
4800,8,39.7,1605.9,2212.9,413.7,1796.1
5400,1,66.9,2634.9,537.9,944.0,3525.2
5400,2,68.9,2530.8,654.0,837.1,3371.8
5400,3,66.4,2506.3,805.9,800.9,3268.1
5400,4,63.2,2392.6,938.0,880.0,3201.9
5400,5,59.6,2379.6,1128.1,759.8,3082.0
5400,6,59.7,2316.0,1412.2,658.5,2796.4
5400,7,53.0,1991.5,1782.7,650.8,2561.9
5400,8,45.2,1825.9,2432.1,488.6,2065.3
6000,1,74.8,2923.3,608.1,1039.2,3901.4
6000,2,75.6,2797.6,730.2,947.4,3758.4
6000,3,74.4,2807.6,886.1,878.2,3628.4
6000,4,70.3,2667.3,1046.8,969.0,3551.7
6000,5,66.8,2649.1,1258.4,824.8,3406.5
6000,6,66.0,2561.2,1592.1,729.3,3093.1
6000,7,59.2,2238.9,1947.9,724.5,2869.1
6000,8,50.3,2036.5,2667.4,557.2,2329.7
6600,1,82.5,3209.1,660.8,1145.7,4293.7
6600,2,83.1,3081.6,800.8,1036.7,4139.0
6600,3,82.4,3110.4,957.3,955.1,3995.9
6600,4,78.1,2952.7,1153.4,1037.7,3888.0
6600,5,74.3,2910.2,1389.9,891.0,3726.8
6600,6,71.9,2794.9,1737.7,829.9,3425.5
6600,7,65.2,2482.1,2153.3,777.4,3144.1
6600,8,54.0,2203.9,2933.6,647.1,2586.4
7200,1,90.3,3502.9,728.1,1242.5,4668.8
7200,2,90.7,3370.8,886.8,1114.6,4501.4
7200,3,90.0,3412.6,1023.8,1044.9,4376.7
7200,4,85.7,3240.5,1241.6,1123.2,4247.2
7200,5,80.8,3177.4,1515.3,974.9,4073.0
7200,6,78.7,3036.2,1872.7,927.7,3756.9
7200,7,70.9,2718.3,2321.9,865.9,3463.0
7200,8,59.1,2394.1,3197.1,713.2,2824.8
7800,1,98.6,3797.8,802.6,1325.4,5029.9
7800,2,97.7,3635.6,963.9,1223.2,4883.7
7800,3,96.7,3685.7,1117.8,1154.0,4753.9
7800,4,91.7,3494.9,1353.7,1246.3,4617.8
7800,5,86.8,3392.5,1663.9,1088.5,4403.1
7800,6,84.1,3260.4,2076.5,1007.7,4042.4
7800,7,76.1,2923.2,2556.6,937.1,3724.3
7800,8,62.4,2541.3,3539.5,766.6,3012.3
8400,1,105.0,4046.3,882.7,1457.4,5423.3
8400,2,104.5,3903.7,1051.8,1328.8,5261.9
8400,3,102.7,3937.5,1255.6,1246.4,5089.1
8400,4,97.5,3722.4,1516.7,1349.1,4937.3
8400,5,92.0,3602.9,1818.5,1213.9,4747.4
8400,6,89.3,3476.5,2284.3,1097.6,4334.9
8400,7,80.2,3102.9,2862.6,988.0,3935.6
8400,8,65.8,2689.8,3904.3,809.8,3180.2
9000,1,111.6,4321.3,963.8,1568.6,5808.3
9000,2,110.3,4132.0,1132.5,1489.5,5665.8
9000,3,109.7,4188.2,1372.1,1354.0,5438.1
9000,4,103.3,3941.2,1644.8,1482.7,5294.0
9000,5,97.5,3815.8,1964.0,1336.7,5090.8
9000,6,94.0,3676.0,2507.3,1194.6,4615.7
9000,7,84.3,3263.6,3111.7,1094.7,4206.1
9000,8,69.3,2841.1,4196.7,908.3,3420.7
9600,1,118.6,4577.2,1037.8,1700.0,6196.1
9600,2,116.5,4374.6,1219.2,1628.2,6055.3
9600,3,116.2,4412.8,1484.1,1483.8,5796.8
9600,4,109.1,4167.8,1780.1,1603.3,5643.2
9600,5,103.1,4034.9,2104.3,1456.7,5440.4
9600,6,99.5,3905.4,2688.6,1293.7,4922.8
9600,7,88.9,3448.0,3363.4,1180.3,4460.9
9600,8,72.3,2993.3,4538.1,972.3,3617.5
10200,1,125.0,4820.4,1126.9,1832.7,6576.8
10200,2,123.4,4631.6,1309.9,1731.5,6425.1
10200,3,122.9,4661.2,1588.3,1597.5,6156.6
10200,4,115.7,4427.4,1905.7,1695.4,5984.3
10200,5,109.1,4275.8,2236.5,1551.5,5786.5
10200,6,104.9,4109.9,2893.2,1386.5,5212.8
10200,7,93.4,3645.4,3590.4,1272.9,4746.2
10200,8,75.9,3139.4,4903.7,1016.1,3781.3
10800,1,132.1,5083.7,1201.3,1960.9,6962.5
10800,2,130.1,4878.9,1391.9,1860.5,6811.3
10800,3,129.5,4901.0,1714.1,1707.1,6497.4
10800,4,122.3,4670.6,2047.4,1783.7,6310.6
10800,5,114.4,4484.9,2412.3,1662.2,6103.7
10800,6,110.1,4305.0,3076.6,1505.9,5523.6
10800,7,96.8,3808.8,3833.6,1385.2,5030.6
10800,8,79.4,3292.1,5249.0,1077.2,3968.1
11400,1,138.4,5325.5,1296.5,2084.9,7337.6
11400,2,136.5,5106.6,1501.8,1978.7,7171.7
11400,3,135.5,5108.8,1816.2,1863.0,6879.8
11400,4,127.8,4894.6,2172.5,1920.1,6678.7
11400,5,119.8,4684.1,2593.2,1761.5,6415.8
11400,6,114.8,4498.9,3291.0,1608.7,5818.6
11400,7,100.4,3978.0,4167.6,1429.6,5224.1
11400,8,81.4,3386.9,5676.9,1135.6,4095.6
12000,1,145.2,5564.2,1382.9,2220.7,7719.1
12000,2,142.9,5375.0,1598.6,2078.2,7543.7
12000,3,141.6,5346.5,1944.5,1973.3,7228.5
12000,4,133.5,5125.3,2311.0,2028.7,7021.9
12000,5,125.2,4918.1,2747.3,1860.0,6750.5
12000,6,119.8,4707.9,3483.0,1710.2,6124.9
12000,7,104.7,4153.5,4475.6,1482.0,5433.4
12000,8,84.1,3512.9,6098.8,1171.4,4221.6
12600,1,152.2,5812.5,1459.6,2351.2,8103.7
12600,2,149.6,5619.2,1709.1,2189.7,7901.6
12600,3,147.2,5577.2,2057.9,2105.3,7600.5
12600,4,139.9,5358.7,2459.9,2126.7,7346.3
12600,5,130.7,5133.9,2961.6,1929.8,7029.2
12600,6,123.7,4890.3,3701.6,1826.8,6428.4
12600,7,108.4,4316.9,4709.9,1596.6,5722.8
12600,8,87.1,3645.6,6490.0,1214.2,4368.0
13200,1,158.5,6076.8,1535.1,2474.4,8497.2
13200,2,157.0,5887.1,1815.7,2278.4,8250.7
13200,3,154.2,5819.9,2186.1,2192.1,7931.7
13200,4,145.6,5586.1,2592.6,2250.6,7698.2
13200,5,135.7,5333.1,3095.1,2070.6,7391.1
13200,6,128.6,5081.1,3875.9,1955.6,6756.3
13200,7,113.5,4501.2,4966.2,1666.2,5963.9
13200,8,90.5,3793.7,6859.0,1256.3,4532.4
13800,1,166.0,6350.5,1627.5,2576.1,8857.0
13800,2,163.8,6149.0,1917.9,2379.8,8611.1
13800,3,161.2,6061.3,2307.8,2291.1,8271.2
13800,4,151.6,5824.1,2692.1,2385.7,8080.3
13800,5,141.5,5561.8,3265.4,2162.6,7708.9
13800,6,133.2,5291.0,4034.4,2085.5,7103.5
13800,7,118.0,4675.8,5261.9,1719.2,6178.5
13800,8,93.9,3937.2,7218.8,1306.7,4705.2
14400,1,172.6,6637.1,1699.9,2687.3,9251.0
14400,2,170.7,6416.7,1994.2,2490.3,8995.6
14400,3,167.5,6304.2,2416.8,2414.4,8638.7
14400,4,158.1,6073.2,2820.7,2487.3,8420.9
14400,5,147.3,5765.2,3465.6,2245.5,7992.2
14400,6,138.5,5494.1,4209.8,2199.8,7424.2
14400,7,122.4,4870.4,5517.9,1786.0,6436.9
14400,8,97.5,4093.3,7564.6,1357.8,4887.2
15000,1,179.6,6907.2,1771.8,2811.4,9641.2
15000,2,177.1,6684.1,2062.9,2613.4,9398.2
15000,3,174.1,6577.3,2519.7,2509.4,8998.7
15000,4,164.8,6329.5,2921.8,2596.5,8785.3
15000,5,153.2,5990.4,3622.0,2335.5,8313.6
15000,6,143.9,5712.2,4402.4,2290.8,7723.9
15000,7,126.9,5031.1,5779.1,1877.1,6684.5
15000,8,100.4,4232.5,7980.2,1385.6,5012.8
15600,1,186.9,7168.5,1848.8,2923.7,10017.5
15600,2,183.7,6936.1,2179.0,2714.9,9751.2
15600,3,180.2,6802.8,2636.1,2637.4,9365.5
15600,4,170.9,6563.1,3050.3,2717.7,9138.2
15600,5,159.3,6220.7,3809.7,2412.4,8607.3
15600,6,149.1,5934.1,4603.5,2377.9,8018.5
15600,7,131.1,5195.4,6093.2,1931.2,6885.0
15600,8,103.7,4390.7,8320.9,1447.7,5205.6
16200,1,193.7,7428.6,1921.6,3057.1,10408.7
16200,2,190.0,7179.0,2288.0,2829.5,10113.9
16200,3,185.6,7022.8,2749.9,2794.1,9738.8
16200,4,176.6,6803.7,3203.1,2819.6,9467.5
16200,5,165.1,6468.0,3987.9,2481.6,8914.2
16200,6,153.7,6129.8,4832.6,2471.6,8293.5
16200,7,135.4,5351.8,6380.2,2013.0,7113.5
16200,8,106.9,4531.9,8669.8,1513.4,5394.6
16800,1,200.7,7691.9,2000.1,3183.7,10791.6
16800,2,196.1,7407.5,2372.9,2983.5,10512.1
16800,3,192.2,7283.0,2863.8,2898.0,10094.8
16800,4,182.0,7031.7,3354.8,2933.2,9809.5
16800,5,170.3,6680.4,4174.8,2569.7,9219.8
16800,6,158.5,6316.9,5015.2,2608.3,8616.8
16800,7,139.6,5532.5,6647.4,2094.6,7363.9
16800,8,110.0,4688.7,9043.2,1554.2,5558.2
17400,1,207.9,7956.4,2073.0,3303.7,11174.7
17400,2,202.6,7652.8,2461.1,3107.6,10892.9
17400,3,198.6,7535.5,2974.1,3017.3,10461.9
17400,4,188.2,7274.3,3480.3,3044.6,10160.5
17400,5,176.1,6891.4,4311.4,2697.8,9570.8
17400,6,163.6,6522.9,5244.6,2691.3,8885.6
17400,7,144.3,5716.8,6901.9,2177.9,7616.1
17400,8,112.8,4823.4,9387.9,1631.4,5756.1
18000,1,214.4,8209.6,2148.7,3442.1,11565.5
18000,2,208.8,7896.4,2548.7,3237.5,11279.7
18000,3,204.3,7753.5,3070.1,3171.9,10846.1
18000,4,193.6,7512.8,3602.6,3167.7,10527.6
18000,5,182.0,7108.4,4494.2,2787.7,9869.2
18000,6,168.9,6729.7,5471.3,2770.1,9151.3
18000,7,148.8,5897.8,7178.6,2243.7,7850.6
18000,8,116.5,4983.8,9745.8,1676.4,5927.2
18600,1,220.5,8471.3,2220.2,3568.5,11971.6
18600,2,216.0,8141.3,2648.9,3335.1,11635.1
18600,3,210.7,7979.5,3196.5,3286.8,11194.0
18600,4,199.8,7749.9,3737.5,3272.5,10870.5
18600,5,187.9,7344.3,4658.2,2869.4,10185.6
18600,6,174.3,6954.5,5687.4,2841.4,9429.8
18600,7,153.1,6066.7,7450.1,2321.2,8092.7
18600,8,119.5,5137.4,10090.9,1733.0,6120.1
19200,1,227.2,8735.3,2302.2,3696.3,12361.8
19200,2,222.7,8399.9,2729.3,3454.1,12023.3
19200,3,216.2,8211.3,3318.6,3412.3,11559.9
19200,4,205.5,7995.2,3880.0,3377.2,11214.8
19200,5,193.9,7568.0,4813.9,2971.0,10514.7
19200,6,179.3,7147.3,5938.5,2911.8,9676.7
19200,7,157.0,6234.1,7747.5,2384.2,8315.3
19200,8,122.1,5268.6,10491.5,1778.6,6269.5
19800,1,233.8,8988.4,2374.3,3832.6,12752.5
19800,2,229.0,8628.4,2830.1,3591.4,12397.7
19800,3,222.0,8455.3,3429.1,3543.2,11935.7
19800,4,212.0,8252.7,4011.0,3471.3,11550.3
19800,5,199.3,7780.0,4949.9,3104.7,10867.9
19800,6,184.9,7370.6,6149.8,2988.1,9955.2
19800,7,160.9,6392.1,8058.6,2445.4,8524.4
19800,8,125.4,5413.2,10828.1,1850.1,6466.9
20400,1,240.0,9219.9,2455.6,3978.3,13147.8
20400,2,234.7,8872.1,2939.6,3711.3,12768.4
20400,3,227.8,8695.6,3567.7,3653.5,12279.3
20400,4,218.0,8483.7,4147.5,3582.0,11896.0
20400,5,204.2,7990.9,5144.3,3196.7,11171.9
20400,6,189.5,7582.5,6360.2,3087.9,10251.8
20400,7,164.7,6546.0,8319.5,2555.1,8790.7
20400,8,128.2,5548.0,11217.2,1901.3,6622.8
21000,1,247.0,9506.5,2519.0,4092.3,13540.8
21000,2,241.7,9137.0,3027.2,3813.4,13139.9
21000,3,234.3,8939.2,3669.2,3776.8,12652.0
21000,4,224.4,8729.9,4260.3,3702.9,12253.2
21000,5,210.5,8236.2,5292.7,3289.5,11500.7
21000,6,194.9,7797.4,6573.5,3172.7,10531.4
21000,7,169.7,6741.6,8538.3,2645.4,9070.7
21000,8,132.0,5727.3,11488.0,1989.4,6874.0
21600,1,253.7,9764.0,2590.7,4224.3,13941.3
21600,2,248.3,9362.2,3139.7,3934.8,13499.3
21600,3,240.0,9177.6,3800.4,3887.0,13003.6
21600,4,230.2,8971.0,4425.3,3792.8,12575.2
21600,5,215.7,8441.6,5479.2,3384.9,11808.0
21600,6,200.1,7989.0,6810.2,3251.4,10789.9
21600,7,174.2,6933.0,8811.2,2708.0,9308.8
21600,8,135.1,5873.2,11854.5,2045.0,7048.0
22200,1,260.9,10053.1,2641.6,4338.3,14344.6
22200,2,255.2,9627.8,3221.1,4046.8,13877.7
22200,3,246.5,9448.2,3888.7,3998.3,13385.1
22200,4,237.4,9244.8,4537.3,3882.1,12919.3
22200,5,222.9,8700.3,5589.6,3480.5,12156.5
22200,6,206.8,8247.6,6959.2,3334.2,11110.0
22200,7,179.5,7155.6,9058.9,2754.8,9553.0
22200,8,139.3,6051.1,12131.4,2125.1,7283.9
22800,1,267.7,10323.9,2698.4,4469.7,14752.4
22800,2,262.2,9891.8,3298.9,4151.6,14261.1
22800,3,253.4,9711.9,3995.8,4093.2,13739.0
22800,4,243.9,9493.8,4689.1,3965.4,13238.1
22800,5,229.2,8928.4,5760.1,3558.4,12461.9
22800,6,212.6,8500.9,7128.5,3412.9,11420.2
22800,7,185.5,7366.6,9250.4,2843.0,9844.0
22800,8,143.8,6229.4,12415.4,2196.5,7513.0
23400,1,275.5,10606.9,2766.0,4572.3,15129.5
23400,2,270.0,10183.5,3361.6,4243.6,14640.8
23400,3,260.4,9994.2,4088.4,4194.1,14106.7
23400,4,250.8,9745.5,4783.6,4080.0,13605.3
23400,5,235.4,9187.4,5867.8,3667.1,12831.1
23400,6,219.4,8761.7,7291.7,3477.0,11722.6
23400,7,190.2,7565.3,9474.6,2925.5,10121.4
23400,8,149.1,6419.1,12667.2,2270.9,7755.8
24000,1,283.3,10867.7,2840.6,4681.7,15494.8
24000,2,278.1,10473.6,3431.2,4325.8,15010.4
24000,3,268.1,10269.1,4176.5,4282.6,14465.1
24000,4,256.9,9988.3,4910.7,4183.9,13956.5
24000,5,241.8,9440.3,6006.5,3748.5,13162.1
24000,6,225.6,8994.5,7468.7,3555.2,12021.8
24000,7,196.0,7795.5,9667.6,2998.8,10417.0
24000,8,153.6,6604.1,12981.9,2312.0,7946.6
24600,1,291.3,11150.9,2910.2,4779.0,15863.8
24600,2,285.2,10751.7,3498.0,4436.6,15401.9
24600,3,275.6,10566.0,4261.2,4364.0,14828.8
24600,4,263.8,10248.9,5025.5,4280.6,14301.6
24600,5,248.0,9688.2,6139.0,3848.7,13506.1
24600,6,232.0,9239.8,7620.4,3645.6,12342.5
24600,7,202.1,8004.1,9872.9,3067.7,10687.7
24600,8,158.3,6795.7,13277.0,2361.6,8158.0
25200,1,299.3,11437.2,2963.1,4884.0,16253.9
25200,2,292.7,11033.3,3577.1,4528.1,15771.6
25200,3,283.7,10826.6,4363.3,4446.9,15164.9
25200,4,270.9,10534.4,5141.8,4353.4,14641.7
25200,5,254.4,9945.3,6254.9,3946.2,13858.4
25200,6,238.4,9486.7,7794.5,3718.2,12639.7
25200,7,207.6,8222.2,10085.3,3135.5,10965.7
25200,8,163.1,6985.0,13582.0,2406.0,8360.0
25800,1,307.1,11742.0,3033.9,4970.8,16627.4
25800,2,299.8,11299.5,3640.1,4648.7,16168.5
25800,3,290.8,11103.4,4458.1,4539.2,15528.0
25800,4,278.4,10821.5,5231.8,4442.6,15002.7
25800,5,261.3,10195.8,6406.9,4023.4,14171.1
25800,6,244.2,9718.1,7991.3,3796.2,12927.6
25800,7,212.5,8428.6,10334.1,3196.2,11217.9
25800,8,167.4,7169.4,13891.4,2454.3,8561.3
26400,1,315.1,12034.4,3087.8,5076.3,17014.3
26400,2,307.5,11588.8,3714.3,4735.3,16538.7
26400,3,297.9,11377.7,4540.5,4647.0,15905.1
26400,4,286.3,11108.0,5343.9,4511.7,15337.1
26400,5,267.6,10439.2,6525.0,4126.5,14524.5
26400,6,250.1,9957.0,8175.5,3873.1,13225.3
26400,7,218.4,8654.5,10547.3,3252.4,11485.7
26400,8,171.9,7352.3,14171.5,2525.4,8792.3
27000,1,322.6,12315.8,3150.4,5181.8,17401.9
27000,2,315.0,11861.8,3795.2,4832.3,16907.5
27000,3,305.1,11666.4,4606.8,4746.3,16294.5
27000,4,292.9,11378.5,5453.4,4602.9,15689.6
27000,5,274.7,10710.0,6650.5,4200.0,14859.4
27000,6,256.0,10189.3,8357.2,3957.0,13525.3
27000,7,224.0,8877.8,10737.1,3333.4,11787.1
27000,8,177.0,7561.6,14446.4,2573.8,9017.5
27600,1,329.8,12576.1,3238.1,5290.0,17767.7
27600,2,322.5,12125.9,3893.6,4916.3,17258.0
27600,3,311.2,11918.8,4702.8,4879.6,16679.2
27600,4,299.4,11644.5,5580.8,4689.4,16034.8
27600,5,281.2,10970.9,6766.8,4293.8,15212.2
27600,6,261.9,10440.0,8511.2,4050.8,13852.5
27600,7,229.4,9073.4,10996.7,3387.1,12019.2
27600,8,180.6,7732.3,14778.6,2628.6,9215.4
28200,1,338.1,12866.2,3310.0,5378.1,18130.0
28200,2,329.8,12402.4,3970.6,5009.9,17635.3
28200,3,318.5,12187.9,4765.7,4996.6,17070.4
28200,4,307.0,11917.8,5675.2,4780.4,16387.9
28200,5,287.9,11238.0,6889.3,4379.1,15557.9
28200,6,268.7,10700.0,8665.6,4125.7,14164.8
28200,7,235.2,9320.1,11173.0,3459.9,12324.0
28200,8,185.9,7969.6,15011.7,2683.7,9473.7
28800,1,346.0,13155.1,3400.1,5466.5,18484.6
28800,2,337.0,12668.2,4044.8,5117.8,18016.2
28800,3,325.7,12451.1,4869.5,5091.3,17419.0
28800,4,314.9,12178.1,5760.9,4883.5,16745.9
28800,5,294.2,11485.8,7012.1,4479.1,15906.7
28800,6,275.0,10943.6,8819.2,4216.7,14482.8
28800,7,241.1,9525.6,11387.2,3536.3,12593.3
28800,8,190.5,8173.8,15253.6,2760.4,9736.5
